1128,"Organizations in the 33 states can use the grants announced today for both education and enforcement efforts -- including funding for enforcement , housing counseling and other activities that will promote fair housing , Clinton said .",other activities,will promote,Clinton
1129,"One factor , he said , might be that consumers have just decided they have enough stuff and are salting money away for retirement or spending it on vacations or entertainment .",consumers,have decided have,enough stuff
1130,"A physician 's diet , exercise , The brewer said the improvement in trading performance was due to increased volumes led by canned Draught Guinness , an 11 percent increase in productivity per employee and returns on a 10 percent increase in marketing investment to 107 million pounds .",The brewer,said the improvement in,trading performance
1131,"It has outstanding stock options that could swell its roster of shares by 15 percent , and thus reduce earnings per share .",outstanding stock options,that could swell,15 percent
1132,"Bullion rose as the U.S. dollar fell against the yen and the German mark , making it cheaper for investors using other major currencies to buy the precious metal , analysts said .",other major currencies,to buy,analysts
1133,"Among the other companies that got a boost from restructurings , Sara Lee Corp. gained 17 percent for the week after announcing it will sell some business and cut costs to raise $ 3 billion for a stock buyback .",costs,to raise for,a stock buyback
1134,I 've been here 19 years and it 's never been a good time .,I ' ve,been here years and,it
1135,"In a nutshell : Weird mix of redneck humor , girly fantasy and the occasional moment of reality make this Reese Witherspoon vehicle for starry-eyed romantics only .",girly fantasy,make,this Reese Witherspoon vehicle
1136,But Dionne said he was skeptical about whether television advertising is so powerful .,Dionne,said,he
1137,"The number of passengers on Lufthansa 's domestic routes declined 5.5 percent in the first half , even as overall passenger numbers rose 3 percent .",Lufthansa 's domestic routes,declined 5.5 percent in,the first half
1138,"By early September , not only had the Revolution been involved in an 11-game losing streak , including cup games and exhibitions , they appeared to lose faith in themselves .",they,appeared to lose faith in,themselves
1139,They are moving to install side air bags to provide more protection to the head and chest .,They,are moving to install side air bags to provide more protection to,the head and chest
1140,"Arnoldy logs about 30,000 miles a year aboard Intrepid , parking it on a private siding in Houston when he 's not riding the rails .",Arnoldy,logs about,"30,000 miles"
1141,"Special-interest groups publish studies and issue news releases using road rage to make the case for highway construction , road improvements , tougher traffic regulations .",news releases,using,road rage
1142,"He used T-bone , and then carved the steak off the bone and into slices once it was cooked al sangue , which is to say , deliciously rare , though obviously you should cook the steak just how you like to eat it .",you,should cook,the steak
1143,"The current El Nino , a complicated and vaguely understood series of phenomena that affect weather around the globe , is either the weather event of the century or an event whose bluster ca n't come close to living up to the super-hype preceding it .",a complicated and vaguely understood series of phenomena,affect,weather
1144,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .",some Iraqi fighters,have drifted to,Iraq
1145,"And just to get to that point , the Chiefs had to overcome a 10-0 first-half deficit and a 17-14 Seahawks advantage in the third quarter .",the Chiefs,had to overcome,a 10-0 first-half deficit
1146,"That , he said , is what many of the POWs would like more than anything .",he,would like more than,anything
1147,"3Com 's success at integrating U.S. Robotics and the introduction of a large number of new networking products will boost 3Com 's sales and profit margins , said Paul Meeks , director of research at Jurika &AMP ; Voyles LP , which owned 3.7 million 3Com shares at the end of June .",the introduction of a large number of new networking products,will boost,3Com 's sales and profit margins
1148,"In fact , Fox , ABC and UPN are offering the same shows in the time slot now as they did a year ago .",ABC and UPN,are offering,the same shows
1149,"The agency suspended imposition of the $ 100,000-per-voyage fines in April after Japan promised to address U.S. concerns by today .",The agency,suspended,Japan
